location,Grigy,Grigy,Grigy,Grigy,Grigy,Grigy
lat,49.00000,49.00000,49.00000,49.00000,49.00000,49.00000
lon,6.25000,6.25000,6.25000,6.25000,6.25000,6.25000
asl,234.408,234.408,234.408,234.408,234.408,234.408
variable,Temperature,Wind Speed,Wind Direction,Cloud Cover Total,Direct Shortwave Radiation,Diffuse Shortwave Radiation
unit,°C,km/h,°,%,W/m²,W/m²
level,2 m elevation corrected,10 m,10 m,sfc,sfc,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Grigy Temperature [2 m elevation corrected],Grigy Wind Speed [10 m],Grigy Wind Direction [10 m],Grigy Cloud Cover Total,Grigy Direct Shortwave Radiation,Grigy Diffuse Shortwave Radiation
20200131T2000,11.951654,17.31746,223.3153,72.0,0.0,0.0
20200131T2100,11.941655,17.84816,221.7295,82.0,0.0,0.0
20200131T2200,11.861654,18.79255,216.43086,100.0,0.0,0.0
20200131T2300,11.811655,19.296135,216.65611,100.0,0.0,0.0
20200201T0000,11.821654,17.786331,215.94211,93.0,0.0,0.0
20200201T0100,11.731655,18.59845,222.64671,87.0,0.0,0.0
20200201T0200,11.511655,18.391737,220.23636,93.0,0.0,0.0
20200201T0300,11.471655,19.083395,215.78897,96.0,0.0,0.0
20200201T0400,11.361654,20.87379,212.31961,100.0,0.0,0.0
20200201T0500,11.291655,21.980644,211.6075,100.0,0.0,0.0
20200201T0600,11.281654,22.66857,212.68056,99.0,0.0,0.0
20200201T0700,11.301655,24.651457,208.81079,100.0,0.0,0.0
20200201T0800,11.271655,26.749235,208.9797,91.0,0.0,0.0
20200201T0900,11.241654,26.749235,208.9797,81.0,0.0,0.0
20200201T1000,11.321654,26.562046,212.82855,95.0,1.0,7.0
20200201T1100,11.451654,27.07669,215.80334,100.0,0.0,22.0
20200201T1200,11.321654,23.904108,217.04248,100.0,0.0,27.0
20200201T1300,11.321654,27.504093,217.01988,100.0,0.0,27.0
20200201T1400,11.431655,30.10685,221.12148,100.0,0.0,22.0
20200201T1500,11.511655,30.10685,228.87852,100.0,0.0,24.0
20200201T1600,11.361654,29.301876,243.74977,100.0,0.0,24.0
20200201T1700,11.641655,23.664352,256.8094,100.0,10.0,27.0
20200201T1800,11.321654,23.143827,254.66672,46.0,24.0,29.0
20200201T1900,11.041655,23.598541,248.52321,87.0,1.0,3.0
20200201T2000,10.781654,25.809765,239.85861,89.0,0.0,0.0
20200201T2100,10.851655,28.58545,238.9125,97.0,0.0,0.0
20200201T2200,10.761655,30.911821,243.73337,100.0,0.0,0.0
20200201T2300,10.711655,32.35997,249.14554,99.0,0.0,0.0
20200202T0000,10.721655,24.144167,249.94391,100.0,0.0,0.0
20200202T0100,10.261655,22.086521,250.9744,100.0,0.0,0.0
20200202T0200,10.091655,21.659916,248.55226,100.0,0.0,0.0
20200202T0300,9.841655,18.919704,248.80594,100.0,0.0,0.0
20200202T0400,9.681655,17.208603,232.65065,100.0,0.0,0.0
20200202T0500,9.731655,18.089775,222.5805,100.0,0.0,0.0
20200202T0600,9.911654,20.304129,217.07307,100.0,0.0,0.0
20200202T0700,9.721655,23.113008,217.40536,100.0,0.0,0.0
20200202T0800,9.691655,22.473343,215.21759,100.0,0.0,0.0
20200202T0900,9.831655,22.73707,203.3177,100.0,0.0,0.0
20200202T1000,10.061655,26.250393,205.1593,100.0,0.0,2.0
20200202T1100,10.671655,27.943514,218.19868,100.0,0.0,10.0
20200202T1200,11.241654,23.708124,221.92255,100.0,0.0,22.0
20200202T1300,12.031654,25.96995,226.1233,100.0,0.0,30.0
20200202T1400,13.001655,27.908709,239.79677,100.0,0.0,33.0
20200202T1500,13.711655,27.44749,253.22878,100.0,0.0,33.0
20200202T1600,14.171655,29.519999,257.31964,85.0,0.0,35.0
20200202T1700,14.171655,30.190672,261.7733,79.0,0.0,31.0
20200202T1800,14.001655,28.227306,264.14398,81.0,0.0,22.0
20200202T1900,13.831655,25.264202,265.91437,100.0,0.0,2.0
20200202T2000,13.581655,22.608458,260.83765,100.0,0.0,0.0
20200202T2100,13.421655,21.129885,261.17963,100.0,0.0,0.0
20200202T2200,12.791655,20.082708,255.46555,100.0,0.0,0.0
20200202T2300,12.131655,19.130875,250.20113,100.0,0.0,0.0
20200203T0000,11.721655,14.471821,264.28943,100.0,0.0,0.0
20200203T0100,11.191655,13.084402,262.09283,100.0,0.0,0.0
20200203T0200,10.521655,14.759999,257.31964,100.0,0.0,0.0
20200203T0300,10.201654,18.057508,265.4261,100.0,0.0,0.0
20200203T0400,9.901654,17.227419,259.1597,100.0,0.0,0.0
20200203T0500,9.941655,18.289274,259.79602,99.0,0.0,0.0
20200203T0600,10.221655,17.026896,256.5514,100.0,0.0,0.0
20200203T0700,10.441655,17.163355,279.6599,100.0,0.0,0.0
20200203T0800,10.281654,15.141414,288.00415,100.0,0.0,0.0
20200203T0900,10.151654,12.783802,279.7276,100.0,0.0,0.0
20200203T1000,10.271655,12.964998,268.40887,100.0,0.0,4.0
20200203T1100,10.291655,16.327497,255.96376,100.0,0.0,23.0
20200203T1200,10.361654,20.478907,259.87534,60.0,20.0,53.0
20200203T1300,11.101655,20.620806,253.77982,34.0,38.0,128.0
20200203T1400,11.451654,30.96837,268.6678,95.0,106.0,139.0
20200203T1500,11.611654,23.444265,266.47855,100.0,94.0,131.0
20200203T1600,11.381655,22.963936,256.39948,94.0,96.0,106.0
20200203T1700,11.011655,21.99538,248.89517,99.0,22.0,86.0
20200203T1800,10.671655,17.22742,243.97041,100.0,1.0,41.0
20200203T1900,10.501655,14.565548,230.01312,100.0,0.0,4.0
20200203T2000,10.351655,15.0038395,210.25644,100.0,0.0,0.0
20200203T2100,10.911654,22.461807,201.63089,100.0,0.0,0.0
20200203T2200,12.161654,36.47388,221.39873,100.0,0.0,0.0
20200203T2300,13.311655,40.475594,225.36035,99.0,0.0,0.0
20200204T0000,12.751655,40.68159,233.63715,99.0,0.0,0.0
20200204T0100,11.951654,43.063282,246.8643,100.0,0.0,0.0
20200204T0200,9.241654,34.651752,293.90204,100.0,0.0,0.0
20200204T0300,4.7516546,28.528723,312.9546,100.0,0.0,0.0
20200204T0400,4.6716547,28.33957,295.58853,100.0,0.0,0.0
20200204T0500,5.3116546,26.999998,286.2602,82.0,0.0,0.0
20200204T0600,5.1016545,26.282465,283.4652,54.0,0.0,0.0
20200204T0700,4.7316546,27.504095,284.40002,42.0,0.0,0.0
20200204T0800,4.3716545,25.849905,282.875,29.0,0.0,0.0
20200204T0900,4.121655,22.505037,277.3524,37.0,0.0,0.0
20200204T1000,3.7716546,24.967499,275.7928,78.0,7.0,14.0
20200204T1100,4.4416547,20.880001,270.0,69.0,57.0,55.0
20200204T1200,4.431655,21.67487,265.23636,84.0,28.0,105.0
20200204T1300,4.451655,27.475807,275.2624,64.0,114.0,124.0
20200204T1400,4.7516546,24.387177,278.48895,15.0,139.0,128.0
20200204T1500,5.011655,23.313995,283.39252,39.0,176.0,130.0
20200204T1600,5.451655,22.89611,286.44037,26.0,207.0,94.0
20200204T1700,5.241655,23.143827,285.33328,39.0,86.0,98.0
20200204T1800,4.7916546,22.66857,290.44955,24.0,32.0,54.0
20200204T1900,4.8116546,20.730501,290.32315,61.0,2.0,6.0
20200204T2000,4.8716545,20.082708,284.53445,87.0,0.0,0.0
20200204T2100,4.1516547,20.696085,283.06934,76.0,0.0,0.0
20200204T2200,4.6616545,20.61766,294.77515,99.0,0.0,0.0
20200204T2300,5.221655,20.018072,307.69424,100.0,0.0,0.0
20200205T0000,5.2716546,16.039202,314.09064,97.0,0.0,0.0
20200205T0100,5.471655,13.004922,318.36646,98.0,0.0,0.0
20200205T0200,5.451655,11.212135,317.60257,99.0,0.0,0.0
20200205T0300,5.1516547,11.966954,313.78113,84.0,0.0,0.0
20200205T0400,4.8816547,11.720751,317.48956,80.0,0.0,0.0
20200205T0500,4.5816545,12.88981,324.09027,94.0,0.0,0.0
20200205T0600,4.141655,13.53236,331.38956,97.0,0.0,0.0
20200205T0700,3.7416546,11.91812,334.98312,94.0,0.0,0.0
20200205T0800,3.1516547,10.636766,336.03754,88.0,0.0,0.0
20200205T0900,2.7316546,10.028439,338.9625,78.0,0.0,0.0
20200205T1000,3.0616548,11.440978,347.27567,67.0,6.0,15.0
20200205T1100,3.7516546,11.901798,356.5318,42.0,39.0,63.0
20200205T1200,5.091655,10.390226,345.96375,50.0,147.0,96.0
20200205T1300,5.7716546,9.178235,348.69006,83.0,204.0,108.0
20200205T1400,6.2916546,6.519877,353.65985,58.0,248.0,124.0
20200205T1500,7.0616546,4.802999,347.00537,47.0,274.0,94.0
20200205T1600,7.5016546,4.6800003,337.38013,36.0,237.0,88.0
20200205T1700,7.6516547,3.7064266,330.94543,15.0,167.0,68.0
20200205T1800,7.4016547,2.2768397,341.56506,0.0,67.0,43.0
20200205T1900,5.6716547,1.1384199,108.434944,0.0,4.0,8.0
20200205T2000,4.341655,2.3051248,128.6598,0.0,0.0,0.0
20200205T2100,3.3916547,2.2768397,108.434944,0.3,0.0,0.0
20200205T2200,2.4316547,3.6179552,84.289406,6.0,0.0,0.0
20200205T2300,1.6016548,5.0528407,85.91438,27.6,0.0,0.0
20200206T0000,0.7316548,4.802999,77.00538,29.1,0.0,0.0
20200206T0100,-0.39834517,6.130579,93.366455,27.6,0.0,0.0
20200206T0200,-0.4383452,7.0911775,113.96249,28.2,0.0,0.0
20200206T0300,-0.2583452,8.14587,135.0,54.0,0.0,0.0
20200206T0400,-0.4883452,8.654987,135.0,80.0,0.0,0.0
20200206T0500,-0.65834516,6.989936,124.508514,96.0,0.0,0.0
20200206T0600,-1.0083451,6.6185193,112.380135,75.0,0.0,0.0
20200206T0700,-0.9383452,6.130579,86.63353,28.800001,0.0,0.0
20200206T0800,-1.4783452,5.495161,58.392494,26.7,0.0,0.0
20200206T0900,-2.1683452,5.8048253,60.25511,27.6,0.0,0.0
20200206T1000,-1.2483451,8.089993,69.14554,27.300001,7.0,26.0
20200206T1100,0.6316548,7.729527,62.241455,26.1,56.0,80.0
20200206T1200,2.7616546,7.289445,57.094757,0.0,150.0,107.0
20200206T1300,4.8116546,7.9036193,59.93141,0.0,291.0,80.0
20200206T1400,6.221655,8.707237,60.25511,0.0,326.0,85.0
20200206T1500,7.1616545,9.693296,58.671295,0.0,317.0,84.0
20200206T1600,7.6316547,9.504273,65.37643,0.0,260.0,79.0
20200206T1700,7.4816546,8.654986,73.07248,0.0,175.0,66.0
20200206T1800,6.301655,6.489992,70.55996,0.0,71.0,44.0
20200206T1900,3.3516548,7.69592,79.2157,0.0,5.0,8.0
20200206T2000,2.5616548,9.028754,94.57392,0.0,0.0,0.0
20200206T2100,2.0416548,9.107359,108.434944,0.0,0.0,0.0
20200206T2200,1.3016548,8.557102,104.620865,0.0,0.0,0.0
20200206T2300,0.5816548,8.647496,92.38594,0.0,0.0,0.0
20200207T0000,-0.098345205,9.3669195,87.7974,0.0,0.0,0.0
20200207T0100,-0.65834516,10.086427,87.95459,0.0,0.0,0.0
20200207T0200,-1.1683452,10.805999,91.90914,0.0,0.0,0.0
20200207T0300,-1.3683451,10.086427,92.0454,0.0,0.0,0.0
20200207T0400,-1.5783452,10.495713,95.90614,0.0,0.0,0.0
20200207T0500,-1.7383451,10.853866,95.71059,0.0,0.0,0.0
20200207T0600,-1.8383452,11.885453,91.7357,0.0,0.0,0.0
20200207T0700,-2.0083454,12.261158,93.366455,0.0,0.0,0.0
20200207T0800,-2.1283453,12.015589,98.61565,0.0,0.0,0.0
20200207T0900,-2.1983452,11.720751,100.61965,0.0,0.0,0.0
20200207T1000,-1.4783452,12.429127,100.00798,0.0,23.0,19.0
20200207T1100,0.1616548,11.367109,100.954056,0.0,113.0,54.0
20200207T1200,1.9616548,10.948973,99.46232,0.0,218.0,72.0
20200207T1300,3.7316546,10.948973,99.46232,0.0,297.0,81.0
20200207T1400,5.5816545,11.013882,101.30993,0.0,335.0,86.0
20200207T1500,7.221655,11.525623,104.47029,0.0,327.0,85.0
20200207T1600,8.401654,12.181625,108.9704,0.0,273.0,79.0
20200207T1700,8.6216545,11.841756,109.53665,0.0,183.0,67.0
20200207T1800,7.511655,11.384199,108.434944,0.0,77.0,44.0
20200207T1900,5.031655,12.181625,108.9704,0.0,7.0,8.0
20200207T2000,3.6716547,12.245293,114.30454,0.0,0.0,0.0
20200207T2100,2.4416547,10.805998,119.981636,0.0,0.0,0.0
20200207T2200,1.4016548,9.504272,127.30394,0.0,0.0,0.0
20200207T2300,0.7316548,8.404285,133.26428,0.0,0.0,0.0
20200208T0000,0.0816548,8.39657,149.03624,1.5,0.0,0.0
20200208T0100,-0.0583452,9.339208,152.44719,6.0,0.0,0.0
20200208T0200,-0.038345188,9.793058,162.89728,23.7,0.0,0.0
20200208T0300,0.2816548,9.3876505,175.60129,29.400002,0.0,0.0
20200208T0400,0.47165483,9.726665,177.8789,29.400002,0.0,0.0
20200208T0500,0.7616548,9.726665,182.1211,29.1,0.0,0.0
20200208T0600,0.6816548,10.446206,178.02507,45.0,0.0,0.0
20200208T0700,0.3316548,11.570515,174.64418,70.0,0.0,0.0
20200208T0800,0.4316548,12.287555,174.95755,83.0,0.0,0.0
20200208T0900,1.0716548,12.605142,178.36342,97.0,0.0,0.0
20200208T1000,1.5916548,13.324863,181.54816,99.0,2.0,21.0
20200208T1100,2.8916547,15.188415,185.44034,97.0,4.0,66.0
20200208T1200,5.1316547,14.113653,185.85602,89.0,43.0,113.0
20200208T1300,6.3816547,13.276144,192.52881,77.0,117.0,111.0
20200208T1400,7.6716547,12.641076,199.98311,39.0,155.0,129.0
20200208T1500,9.071654,11.384199,198.43495,55.0,164.0,109.0
20200208T1600,9.771655,11.609651,187.12502,67.0,174.0,104.0
20200208T1700,10.201654,11.183201,176.30861,39.0,157.0,73.0
20200208T1800,9.601655,11.183201,176.30861,27.000002,50.0,51.0
20200208T1900,8.271655,11.5199995,180.0,29.7,2.0,12.0
20200208T2000,7.4016547,13.039754,186.3402,29.1,0.0,0.0
20200208T2100,6.7516546,14.205182,188.74615,72.0,0.0,0.0
20200208T2200,6.701655,14.494192,194.3814,98.0,0.0,0.0
20200208T2300,6.7316546,14.707222,201.54099,99.0,0.0,0.0
20200209T0000,6.5616546,13.1041975,200.9245,23.1,0.0,0.0
20200209T0100,5.8516545,12.181625,198.97041,13.200001,0.0,0.0
20200209T0200,5.7316546,13.009903,194.42078,18.0,0.0,0.0
20200209T0300,5.1916547,15.192682,193.70695,21.0,0.0,0.0
20200209T0400,5.5816545,16.946787,192.26477,27.0,0.0,0.0
20200209T0500,5.7316546,18.35647,191.30994,28.500002,0.0,0.0
20200209T0600,6.241655,17.873554,198.79988,55.0,0.0,0.0
20200209T0700,6.8816547,20.150354,198.75865,73.0,0.0,0.0
20200209T0800,7.4016547,22.657131,197.57126,49.0,0.0,0.0
20200209T0900,7.571655,23.224882,198.99666,38.0,0.0,0.0
20200209T1000,7.951655,25.40743,200.74608,35.0,17.0,20.0
20200209T1100,8.981655,23.795427,197.61258,15.0,78.0,62.0
20200209T1200,9.741654,26.299719,199.17902,30.000002,162.0,91.0
20200209T1300,10.771655,29.714724,199.09349,30.000002,189.0,140.0
20200209T1400,11.651654,31.875755,198.43495,36.0,143.0,173.0
20200209T1500,11.691655,31.608328,194.51106,30.000002,39.0,174.0
20200209T1600,12.041655,30.124065,194.53445,72.0,37.0,160.0
20200209T1700,12.291655,36.08091,204.77515,98.0,33.0,108.0
20200209T1800,12.361654,38.16849,205.11484,99.0,2.0,20.0
20200209T1900,12.701654,39.966484,209.10474,100.0,0.0,3.0
20200209T2000,12.731655,43.09487,210.63542,98.0,0.0,0.0
20200209T2100,12.681655,46.332436,212.94922,100.0,0.0,0.0
20200209T2200,12.561655,48.62666,213.21948,97.0,0.0,0.0
20200209T2300,12.251655,49.256893,215.78107,99.0,0.0,0.0
20200210T0000,12.241654,41.94116,212.73523,100.0,0.0,0.0
20200210T0100,11.811655,43.832867,213.9511,81.0,0.0,0.0
20200210T0200,11.231655,45.09063,218.51694,93.0,0.0,0.0
20200210T0300,11.401654,49.655212,226.46881,100.0,0.0,0.0
20200210T0400,12.081655,49.256893,234.21893,79.0,0.0,0.0
20200210T0500,11.901654,47.816345,243.62787,56.0,0.0,0.0
20200210T0600,11.231655,47.13251,247.54846,85.0,0.0,0.0
20200210T0700,10.341655,46.363194,256.07166,49.0,0.0,0.0
20200210T0800,9.651654,45.33428,257.61926,49.0,0.0,0.0
20200210T0900,8.921655,43.07081,257.9387,18.0,0.0,0.0
20200210T1000,8.6216545,42.730953,260.29962,49.0,23.0,24.0
20200210T1100,8.511655,40.17993,257.58255,39.0,92.0,62.0
20200210T1200,8.521655,35.188046,256.39026,56.0,144.0,110.0
20200210T1300,8.921655,44.269753,255.39873,71.0,206.0,104.0
20200210T1400,9.761655,45.657597,252.56512,97.0,256.0,96.0
20200210T1500,9.751655,43.99076,248.89517,95.0,220.0,116.0
20200210T1600,9.971655,37.064266,245.9245,99.0,185.0,119.0
20200210T1700,9.471655,30.555498,235.561,99.0,112.0,99.0
20200210T1800,8.081655,24.912935,232.63333,96.0,5.0,51.0
20200210T1900,8.151655,31.060303,225.9392,71.0,2.0,8.0
20200210T2000,9.101655,35.452232,237.43956,87.0,0.0,0.0
20200210T2100,8.571654,38.351406,237.65256,93.0,0.0,0.0
20200210T2200,8.761655,45.242702,244.04663,94.0,0.0,0.0
20200210T2300,8.581655,44.813854,246.31792,96.0,0.0,0.0
20200211T0000,7.7316546,43.810684,263.8678,85.0,0.0,0.0
20200211T0100,6.761655,40.68637,271.01398,100.0,0.0,0.0
20200211T0200,6.4416547,36.06474,266.56638,96.0,0.0,0.0
20200211T0300,5.781655,34.268143,266.38614,96.0,0.0,0.0
20200211T0400,5.5816545,32.32992,262.32104,99.0,0.0,0.0
20200211T0500,5.6716547,30.911821,255.15454,94.0,0.0,0.0
20200211T0600,5.531655,31.700449,254.85902,85.0,0.0,0.0
20200211T0700,5.1316547,32.933605,254.14064,75.0,0.0,0.0
20200211T0800,5.1616545,32.343952,253.17859,80.0,0.0,0.0
20200211T0900,4.6716547,32.241615,253.79099,47.0,0.0,0.0
20200211T1000,4.8616548,31.435646,256.7595,41.0,12.0,25.0
20200211T1100,5.2516546,26.544964,249.35301,30.0,49.0,73.0
20200211T1200,6.181655,24.482647,250.23282,64.0,53.0,122.0
20200211T1300,7.1316547,27.055143,244.79889,10.0,221.0,114.0
20200211T1400,7.4116545,31.079071,251.77493,67.0,259.0,134.0
20200211T1500,7.301655,31.085323,256.6075,72.0,232.0,128.0
20200211T1600,7.6216545,33.62099,257.00537,32.0,233.0,100.0
20200211T1700,7.011655,32.902103,252.15979,51.0,159.0,80.0
20200211T1800,6.701655,33.449017,261.9571,59.0,50.0,49.0
20200211T1900,5.1316547,28.1169,256.67548,79.0,4.0,14.0
20200211T2000,4.531655,30.124065,255.46555,60.0,0.0,0.0
20200211T2100,4.031655,30.926489,257.90524,87.0,0.0,0.0
20200211T2200,4.2316546,29.070974,262.17093,49.0,0.0,0.0
20200211T2300,4.2116547,26.6327,260.665,33.0,0.0,0.0
20200212T0000,4.0016546,24.535524,255.55597,64.0,0.0,0.0
20200212T0100,3.6016548,23.540806,246.57132,11.1,0.0,0.0
20200212T0200,3.4316547,23.023117,243.03429,17.1,0.0,0.0
20200212T0300,3.4716547,23.871555,246.91487,27.0,0.0,0.0
20200212T0400,3.5516548,24.066206,248.03943,90.0,0.0,0.0
20200212T0500,3.3716547,24.20314,247.24902,87.0,0.0,0.0
20200212T0600,3.6916547,24.819122,246.0375,85.0,0.0,0.0
20200212T0700,3.6516547,24.640942,244.93253,94.0,0.0,0.0
20200212T0800,3.6016548,24.798225,242.31894,91.0,0.0,0.0
20200212T0900,3.5616548,24.696104,239.32272,93.0,0.0,0.0
20200212T1000,3.8516548,24.20314,239.62088,78.0,3.0,23.0
20200212T1100,4.2316546,21.566973,236.5752,60.0,5.0,81.0
20200212T1200,4.471655,20.808498,232.7336,90.0,68.0,131.0
20200212T1300,4.801655,21.767351,235.7843,67.0,100.0,137.0
20200212T1400,5.6916547,23.188583,242.24146,86.0,147.0,155.0
20200212T1500,6.261655,24.344624,246.46765,85.0,177.0,142.0
20200212T1600,6.491655,25.282152,250.0169,44.0,156.0,113.0
20200212T1700,6.4816546,23.587555,254.0546,42.0,144.0,91.0
20200212T1800,5.571655,20.617662,257.90524,23.400002,75.0,57.0
20200212T1900,4.551655,16.595179,245.6589,19.5,10.0,13.0
20200212T2000,3.9016547,15.459054,242.24146,9.6,0.0,0.0
20200212T2100,3.9016547,13.584932,237.99463,27.000002,0.0,0.0
20200212T2200,3.5216546,12.313894,232.12502,18.300001,0.0,0.0
20200212T2300,3.4816546,10.464797,220.8151,77.0,0.0,0.0
20200213T0000,2.9616547,11.019764,218.3675,97.0,0.0,0.0
20200213T0100,3.2716546,11.113451,204.90477,95.0,0.0,0.0
20200213T0200,2.8216548,11.720751,190.61966,0.90000004,0.0,0.0
20200213T0300,2.2816546,12.287555,185.04245,26.0,0.0,0.0
20200213T0400,2.0516548,15.517629,183.9909,20.0,0.0,0.0
20200213T0500,2.1516547,16.87398,191.0702,51.0,0.0,0.0
20200213T0600,2.5116546,16.808569,189.86581,36.0,0.0,0.0
20200213T0700,2.7016547,17.057314,187.27501,58.0,0.0,0.0
20200213T0800,2.7816546,18.751125,183.30186,97.0,0.0,0.0
20200213T0900,3.0516548,22.725668,176.36705,98.0,0.0,0.0
20200213T1000,3.4516547,27.038372,176.94711,85.0,1.0,32.0
20200213T1100,3.8516548,27.381308,182.2605,87.0,46.0,94.0
20200213T1200,5.5616546,25.683926,185.63068,99.0,104.0,125.0
20200213T1300,5.281655,32.28981,202.2759,89.0,33.0,141.0
20200213T1400,5.6316547,33.672993,208.75713,93.0,28.0,113.0
20200213T1500,7.1116548,31.151962,213.69006,71.0,23.0,110.0
20200213T1600,7.6316547,28.075384,220.84036,95.0,22.0,101.0
20200213T1700,7.821655,25.501621,228.43364,65.0,13.0,98.0
20200213T1800,7.3716545,22.932877,222.4552,25.0,44.0,36.0
20200213T1900,6.531655,24.195107,223.19125,84.0,6.0,12.0
20200213T2000,6.3716545,28.856194,229.55377,94.0,0.0,0.0
20200213T2100,6.5616546,34.45484,243.97041,80.0,0.0,0.0
20200213T2200,6.7916546,33.00436,256.11536,46.0,0.0,0.0
20200213T2300,6.551655,31.1686,263.3675,58.0,0.0,0.0
20200214T0000,6.931655,31.698402,271.9525,73.0,0.0,0.0
20200214T0100,7.2316546,27.362366,270.75385,99.0,0.0,0.0
20200214T0200,6.8116546,24.490587,268.3153,99.0,0.0,0.0
20200214T0300,6.8316545,23.828083,265.6677,100.0,0.0,0.0
20200214T0400,6.7316546,23.828083,265.6677,100.0,0.0,0.0
20200214T0500,6.5416546,22.751316,265.46222,91.0,0.0,0.0
20200214T0600,6.4116545,21.288757,266.1215,87.0,0.0,0.0
20200214T0700,6.3716545,20.570463,265.98584,98.0,0.0,0.0
20200214T0800,6.2316546,19.803272,268.95837,100.0,0.0,0.0
20200214T0900,6.2716546,18.0,270.0,100.0,0.0,0.0
20200214T1000,6.5416546,16.215992,267.4552,96.0,0.0,23.0
20200214T1100,7.0016546,18.014393,272.29062,80.0,2.0,71.0
20200214T1200,7.6116548,18.775301,274.3987,66.0,50.0,103.0
20200214T1300,8.311655,18.0036,271.14575,77.0,123.0,129.0
20200214T1400,8.701654,17.771753,263.01895,85.0,62.0,139.0
20200214T1500,8.901654,18.416384,265.5154,94.0,3.0,127.0
20200214T1600,9.441655,16.954432,266.34778,84.0,38.0,112.0
20200214T1700,9.561655,16.24394,257.19574,81.0,48.0,85.0
20200214T1800,9.501655,11.770403,246.57132,78.0,32.0,46.0
20200214T1900,8.211655,10.1887,237.99463,68.0,7.0,13.0
20200214T2000,7.0616546,7.928177,219.47246,56.0,0.0,0.0
20200214T2100,6.1216545,7.24486,206.56505,47.0,0.0,0.0
20200214T2200,5.3316545,7.5685663,205.34618,41.0,0.0,0.0
20200214T2300,5.321655,8.311245,197.65013,41.0,0.0,0.0
20200215T0000,5.6916547,9.605998,192.99461,53.0,0.0,0.0
20200215T0100,5.3816547,9.726665,182.1211,63.0,0.0,0.0
20200215T0200,5.281655,10.495713,174.09386,53.0,0.0,0.0
20200215T0300,5.0416546,10.823973,176.18593,41.0,0.0,0.0
20200215T0400,4.5216546,11.183201,183.69139,44.0,0.0,0.0
20200215T0500,4.1316547,11.720751,190.61966,34.0,0.0,0.0
20200215T0600,3.7616546,11.792404,192.33908,27.900002,0.0,0.0
20200215T0700,3.5316546,12.074766,190.30484,27.6,0.0,0.0
20200215T0800,3.7416546,12.9249525,192.875,29.1,0.0,0.0
20200215T0900,3.6516547,13.627795,192.20047,30.0,0.0,1.0
20200215T1000,4.3716545,14.759999,192.68039,45.0,11.0,38.0
20200215T1100,5.591655,14.934577,195.37625,73.0,64.0,85.0
20200215T1200,7.6416545,14.408997,192.99461,70.0,96.0,135.0
20200215T1300,9.361654,15.683776,189.24611,19.0,227.0,125.0
20200215T1400,10.441655,18.129137,186.84277,13.0,276.0,117.0
20200215T1500,11.361654,17.873554,198.79988,2.0,332.0,96.0
20200215T1600,11.921655,17.76081,197.70042,1.0,299.0,83.0
20200215T1700,11.801655,17.651016,191.7683,6.0,202.0,75.0
20200215T1800,11.021655,16.923828,178.78113,29.1,83.0,61.0
20200215T1900,9.901654,17.377226,193.17256,29.7,5.0,21.0
20200215T2000,9.591655,19.386591,195.0685,30.000002,0.0,0.0
20200215T2100,9.401654,20.326454,202.9321,30.000002,0.0,0.0
20200215T2200,9.421655,21.611996,209.98164,30.000002,0.0,0.0
20200215T2300,9.741654,22.702845,207.3777,53.0,0.0,0.0
20200216T0000,10.061655,22.553936,208.61046,52.0,0.0,0.0
20200216T0100,10.041655,22.380884,205.7407,82.0,0.0,0.0
20200216T0200,10.441655,22.59699,202.47943,73.0,0.0,0.0
20200216T0300,10.821654,24.269983,200.85446,30.000002,0.0,0.0
20200216T0400,11.011655,25.671307,202.24902,29.7,0.0,0.0
20200216T0500,11.231655,26.903828,204.50742,30.000002,0.0,0.0
20200216T0600,11.261655,27.21038,205.88702,30.000002,0.0,0.0
20200216T0700,10.541655,27.56058,203.8865,62.0,0.0,0.0
20200216T0800,10.311655,28.01531,205.90651,70.0,0.0,0.0
20200216T0900,10.141655,27.748037,202.90578,71.0,0.0,1.0
20200216T1000,10.281654,28.387545,192.45,97.0,2.0,18.0
20200216T1100,10.981655,31.655441,197.19855,86.0,1.0,53.0
20200216T1200,12.041655,30.10685,206.25867,55.0,3.0,99.0
20200216T1300,13.6216545,27.086262,203.49857,29.400002,40.0,184.0
20200216T1400,14.781654,30.633865,199.92558,27.900002,132.0,210.0
20200216T1500,15.881655,29.414444,201.54099,28.800001,217.0,165.0
20200216T1600,16.371656,28.006058,197.96915,28.500002,182.0,151.0
20200216T1700,16.381655,33.353954,212.66092,29.7,168.0,89.0
20200216T1800,15.751655,32.359974,212.27565,29.1,60.0,72.0
20200216T1900,15.051655,33.50128,208.21736,29.7,5.0,21.0
20200216T2000,14.981655,34.38895,210.86089,30.000002,0.0,0.0
20200216T2100,14.641655,34.746994,214.01935,64.0,0.0,0.0
20200216T2200,13.981655,35.65636,215.13419,62.0,0.0,0.0
20200216T2300,13.691655,36.452553,214.94566,66.0,0.0,0.0
20200217T0000,13.911654,32.886345,221.89398,65.0,0.0,0.0
20200217T0100,13.241654,31.542658,231.95296,100.0,0.0,0.0
20200217T0200,11.801655,25.323128,255.17352,100.0,0.0,0.0
20200217T0300,10.661654,24.967499,275.7928,100.0,0.0,0.0
20200217T0400,9.431655,16.516901,253.53998,100.0,0.0,0.0
