location,Grigy,Grigy,Grigy,Grigy,Grigy,Grigy
lat,49.00000,49.00000,49.00000,49.00000,49.00000,49.00000
lon,6.25000,6.25000,6.25000,6.25000,6.25000,6.25000
asl,234.408,234.408,234.408,234.408,234.408,234.408
variable,Temperature,Wind Speed,Wind Direction,Cloud Cover Total,Direct Shortwave Radiation,Diffuse Shortwave Radiation
unit,°C,km/h,°,%,W/m²,W/m²
level,2 m elevation corrected,10 m,10 m,sfc,sfc,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Grigy Temperature [2 m elevation corrected],Grigy Wind Speed [10 m],Grigy Wind Direction [10 m],Grigy Cloud Cover Total,Grigy Direct Shortwave Radiation,Grigy Diffuse Shortwave Radiation
20221204T0900,1.1916548,11.525623,75.52971,46.0,0.0,0.0
20221204T1000,1.1316547,12.0694,72.64597,39.0,1.0,11.0
20221204T1100,1.2216548,13.207634,72.5528,34.0,4.0,59.0
20221204T1200,1.4916549,13.237039,67.61986,92.0,8.0,101.0
20221204T1300,1.6316549,14.003029,72.03086,100.0,10.0,126.0
20221204T1400,1.8216548,14.417988,87.137596,100.0,9.0,142.0
20221204T1500,1.8916548,10.1376915,83.8845,100.0,5.0,125.0
20221204T1600,1.8916548,9.693296,68.19859,100.0,1.0,74.0
20221204T1700,1.9316548,9.565437,70.20111,100.0,0.0,29.0
20221204T1800,1.8516548,9.793058,72.89727,99.0,0.0,2.0
20221204T1900,1.1016548,9.605998,77.00538,98.0,0.0,0.0
20221204T2000,0.7916548,7.771331,76.6075,99.0,0.0,0.0
20221204T2100,0.8616548,5.5887027,75.06858,97.0,0.0,0.0
20221204T2200,1.0516548,5.5887027,75.06858,98.0,0.0,0.0
20221204T2300,1.1716548,6.725354,74.47588,94.0,0.0,0.0
20221205T0000,1.5416548,4.802999,77.00538,100.0,0.0,0.0
20221205T0100,1.7816548,3.7064266,60.945396,100.0,0.0,0.0
20221205T0200,1.8116548,2.5455842,44.999985,100.0,0.0,0.0
20221205T0300,1.4016548,3.6179552,84.289406,100.0,0.0,0.0
20221205T0400,1.6016548,4.73506,81.25384,100.0,0.0,0.0
20221205T0500,1.6016548,6.28713,113.62937,100.0,0.0,0.0
20221205T0600,1.7416549,6.989936,145.49147,100.0,0.0,0.0
20221205T0700,2.0716548,6.489992,160.55997,100.0,0.0,0.0
20221205T0800,2.3016548,6.849467,176.98721,100.0,0.0,0.0
20221205T0900,2.5916548,8.12197,192.80426,100.0,0.0,0.0
20221205T1000,2.8816547,9.028754,203.49857,100.0,0.0,5.0
20221205T1100,3.5016546,12.682018,214.59229,100.0,0.0,34.0
20221205T1200,4.9616547,11.988594,221.34778,100.0,0.0,53.0
20221205T1300,5.0416546,11.966954,226.21889,100.0,0.0,58.0
20221205T1400,5.0816545,12.229406,227.38594,100.0,1.0,65.0
20221205T1500,4.7316546,12.475961,226.16914,100.0,8.0,52.0
20221205T1600,4.6416545,11.988594,228.65222,100.0,1.0,41.0
20221205T1700,4.431655,9.726664,231.009,100.0,2.0,17.0
20221205T1800,4.4216547,8.4963045,233.61565,100.0,0.0,3.0
20221205T1900,4.161655,8.373386,244.53665,100.0,0.0,0.0
20221205T2000,3.9316547,8.654986,253.07248,100.0,0.0,0.0
20221205T2100,3.6516547,8.825508,258.23172,100.0,0.0,0.0
20221205T2200,3.3416548,8.707238,262.875,100.0,0.0,0.0
20221205T2300,3.0516548,8.669949,265.23636,98.0,0.0,0.0
20221206T0000,2.6916547,6.2145634,280.008,100.0,0.0,0.0
20221206T0100,2.4616547,6.9899354,281.88867,99.0,0.0,0.0
20221206T0200,2.4016547,7.072878,284.74356,99.0,0.0,0.0
20221206T0300,2.3616548,6.2145634,280.008,97.0,0.0,0.0
20221206T0400,2.2516546,4.379589,279.46234,99.0,0.0,0.0
20221206T0500,2.0716548,5.154415,294.77515,95.0,0.0,0.0
20221206T0600,1.8716549,6.489992,303.69006,98.0,0.0,0.0
20221206T0700,1.9516548,5.1919937,303.69006,97.0,0.0,0.0
20221206T0800,1.8316548,4.198285,300.96378,94.0,0.0,0.0
20221206T0900,1.8016548,3.0758414,290.55603,83.0,0.0,0.0
20221206T1000,1.8316548,4.5536795,288.43497,87.0,1.0,7.0
20221206T1100,2.1316547,4.829907,296.56506,98.0,12.0,52.0
20221206T1200,2.5716548,5.154415,294.77515,100.0,21.0,77.0
20221206T1300,2.9116547,5.8603754,317.48956,100.0,5.0,95.0
20221206T1400,3.0016546,7.289445,327.0948,100.0,2.0,95.0
20221206T1500,3.3816547,7.8954163,335.77228,100.0,5.0,95.0
20221206T1600,3.5516548,8.311245,342.34988,100.0,0.0,56.0
20221206T1700,3.7716546,7.342588,348.69006,100.0,0.0,29.0
20221206T1800,3.8316548,5.2416787,344.0546,100.0,0.0,3.0
20221206T1900,3.7216547,4.6800003,337.38013,98.0,0.0,0.0
20221206T2000,3.6316547,5.00128,329.7436,98.0,0.0,0.0
20221206T2100,3.6916547,5.95906,334.98312,92.0,0.0,0.0
20221206T2200,3.1016548,6.9527545,338.7495,95.0,0.0,0.0
20221206T2300,2.8916547,7.8625183,344.0546,91.0,0.0,0.0
20221207T0000,2.5416546,7.342588,348.69006,70.0,0.0,0.0
20221207T0100,2.2816546,5.315336,331.69925,66.0,0.0,0.0
20221207T0200,1.8416548,5.0911684,315.0,68.0,0.0,0.0
20221207T0300,1.2016548,5.8048253,299.74487,60.0,0.0,0.0
20221207T0400,1.0916548,5.4477882,277.59464,68.0,0.0,0.0
20221207T0500,0.90165484,5.771239,266.42368,34.0,0.0,0.0
20221207T0600,0.6716548,6.849467,266.9872,29.0,0.0,0.0
20221207T0700,0.9216548,7.2359104,264.28943,32.0,0.0,0.0
20221207T0800,1.0416548,7.2805495,261.46924,42.0,0.0,0.0
20221207T0900,1.5516548,7.5942073,264.5597,82.0,0.0,0.0
20221207T1000,1.9816548,8.28,270.0,98.0,2.0,8.0
20221207T1100,2.5016546,7.9932976,277.76517,100.0,6.0,43.0
20221207T1200,2.7916546,6.696387,306.25385,100.0,0.0,77.0
20221207T1300,3.2316546,6.9247384,297.89728,100.0,2.0,102.0
20221207T1400,3.3416548,7.628263,289.29004,100.0,1.0,110.0
20221207T1500,3.4616547,8.427383,289.98312,100.0,7.0,91.0
20221207T1600,3.3816547,8.854829,296.56506,100.0,3.0,52.0
20221207T1700,3.4316547,8.534353,297.64597,100.0,3.0,32.0
20221207T1800,3.6016548,7.289444,290.22485,100.0,0.0,3.0
20221207T1900,3.5316546,7.628263,289.29004,100.0,0.0,0.0
20221207T2000,3.2216547,7.072878,284.74356,100.0,0.0,0.0
20221207T2100,3.2116547,5.7599998,270.0,100.0,0.0,0.0
20221207T2200,3.0216546,5.937272,255.96376,98.0,0.0,0.0
20221207T2300,2.9616547,6.297428,239.03625,91.0,0.0,0.0
20221208T0000,2.6216547,6.638072,220.6013,98.0,0.0,0.0
20221208T0100,2.4516547,8.39657,210.96376,84.0,0.0,0.0
20221208T0200,2.4716547,9.19939,210.57922,89.0,0.0,0.0
20221208T0300,2.2816546,9.387651,212.47119,86.0,0.0,0.0
20221208T0400,2.1916547,9.0,216.8699,81.0,0.0,0.0
20221208T0500,2.0316548,9.673221,225.0,62.0,0.0,0.0
20221208T0600,1.8816549,9.793059,233.97263,95.0,0.0,0.0
20221208T0700,1.9216548,8.287822,235.61966,95.0,0.0,0.0
20221208T0800,1.9416548,7.5942082,238.57043,99.0,0.0,0.0
20221208T0900,2.0316548,6.763786,244.79889,100.0,0.0,0.0
20221208T1000,1.6516548,7.9526596,264.80557,76.0,0.0,5.0
20221208T1100,2.0216548,9.346143,285.64224,100.0,2.0,31.0
20221208T1200,2.3516548,4.829907,296.56506,44.0,19.0,69.0
20221208T1300,2.7416546,4.73506,278.74615,33.0,67.0,95.0
20221208T1400,3.1816547,4.198285,239.03624,31.0,82.0,89.0
20221208T1500,3.4816546,5.3517847,227.72632,35.0,67.0,100.0
20221208T1600,3.3416548,6.696387,233.74615,61.0,40.0,71.0
20221208T1700,2.9016547,3.8939953,236.30994,46.0,25.0,39.0
20221208T1800,2.2316546,5.2416787,254.0546,53.0,2.0,4.0
20221208T1900,0.84165484,3.6,306.8699,66.0,0.0,0.0
20221208T2000,0.42165482,1.835647,281.30994,66.0,0.0,0.0
20221208T2100,0.12165481,1.484318,165.96376,69.0,0.0,0.0
20221208T2200,0.48165482,1.0182338,135.0,65.0,0.0,0.0
20221208T2300,0.1416548,3.319036,49.398697,61.0,0.0,0.0
20221209T0000,-1.5183452,8.217153,61.18921,44.0,0.0,0.0
20221209T0100,-2.0283453,5.937272,75.96376,39.0,0.0,0.0
20221209T0200,-2.0683453,6.924738,81.02737,32.0,0.0,0.0
20221209T0300,-1.9583453,6.489992,86.82017,24.0,0.0,0.0
20221209T0400,-1.7983452,5.8048253,82.874985,15.0,0.0,0.0
20221209T0500,-1.5583452,5.5887027,75.06858,8.0,0.0,0.0
20221209T0600,-1.5783452,6.792466,57.994614,15.6,0.0,0.0
20221209T0700,-1.7783452,8.161764,41.42366,22.800001,0.0,0.0
20221209T0800,-1.6083452,9.0,36.86989,16.2,0.0,0.0
20221209T0900,-2.0283453,8.714677,38.290146,6.3,0.0,0.0
20221209T1000,-2.0683453,10.009036,37.69423,52.0,5.0,8.0
20221209T1100,-1.4183452,10.514218,38.047028,90.0,36.0,51.0
20221209T1200,-0.89834523,9.387651,32.47119,93.0,72.0,85.0
20221209T1300,-0.2983452,9.983106,25.640991,97.0,80.0,113.0
20221209T1400,0.18165481,10.30883,24.775131,93.0,35.0,141.0
20221209T1500,0.46165478,11.269782,26.565033,68.0,16.0,124.0
20221209T1600,0.4916548,11.183201,33.178513,87.0,24.0,85.0
20221209T1700,0.6316548,8.78872,34.99202,89.0,5.0,45.0
20221209T1800,0.4116548,6.696387,36.25383,90.0,0.0,6.0
20221209T1900,-0.078345194,5.6233797,39.805573,83.0,0.0,0.0
20221209T2000,-0.108345196,5.1165614,39.2894,60.0,0.0,0.0
20221209T2100,0.5416548,4.8433046,41.987198,58.0,0.0,0.0
20221209T2200,0.1716548,5.3517847,47.726303,69.0,0.0,0.0
20221209T2300,-0.06834519,6.1305785,49.76364,62.0,0.0,0.0
20221210T0000,-0.32834518,5.0142193,21.037506,75.0,0.0,0.0
20221210T0100,-0.15834521,7.342588,11.309921,74.0,0.0,0.0
20221210T0200,-0.7983452,7.9526596,5.194412,66.0,0.0,0.0
20221210T0300,-0.8283452,7.2,360.0,70.0,0.0,0.0
20221210T0400,-0.78834516,8.647496,357.61407,63.0,0.0,0.0
20221210T0500,-0.7083452,9.726665,357.8789,73.0,0.0,0.0
20221210T0600,-0.9183452,10.086427,357.9546,54.0,0.0,0.0
20221210T0700,-0.78834516,9.726665,357.8789,56.0,0.0,0.0
20221210T0800,-0.71834517,9.3669195,357.79742,82.0,0.0,0.0
20221210T0900,-0.5683452,9.028754,355.4261,89.0,0.0,0.0
20221210T1000,-0.6783452,9.422101,353.41806,86.0,2.0,5.0
20221210T1100,-0.47834516,10.440001,360.0,80.0,10.0,42.0
20221210T1200,-0.23834519,10.823973,3.8140564,72.0,30.0,80.0
20221210T1300,0.071654804,10.239453,349.87534,69.0,37.0,119.0
20221210T1400,0.4116548,11.113451,335.09525,51.0,54.0,118.0
20221210T1500,0.5616548,11.183201,326.82147,65.0,87.0,97.0
20221210T1600,0.6216548,10.296251,323.53076,63.0,77.0,76.0
20221210T1700,0.101654805,7.145796,319.08563,84.0,43.0,39.0
20221210T1800,-1.3583452,7.145796,310.91437,69.0,3.0,6.0
20221210T1900,-1.4783452,8.287822,304.38034,43.0,0.0,0.0
20221210T2000,-1.5583452,7.9036193,300.0686,33.0,0.0,0.0
20221210T2100,-2.1183453,6.12,298.07248,19.0,0.0,0.0
20221210T2200,-3.1283453,6.6185193,292.38013,16.0,0.0,0.0
20221210T2300,-3.3983452,5.6920996,288.43497,15.0,0.0,0.0
20221211T0000,-4.3583455,5.1544156,282.09476,17.0,0.0,0.0
20221211T0100,-4.2283454,6.519877,276.34018,20.0,0.0,0.0
20221211T0200,-3.8483453,6.519877,276.34018,39.0,0.0,0.0
20221211T0300,-3.5983453,5.8048253,277.125,60.0,0.0,0.0
20221211T0400,-3.4883454,5.0911684,278.1301,71.0,0.0,0.0
20221211T0500,-3.3183453,4.0249224,280.30487,70.0,0.0,0.0
20221211T0600,-2.9183452,3.0758414,290.55603,96.0,0.0,0.0
20221211T0700,-2.8083453,1.484318,255.96376,85.0,0.0,0.0
20221211T0800,-2.7983453,3.319036,192.52881,82.0,0.0,0.0
20221211T0900,-2.9083452,5.3999996,180.0,93.0,0.0,0.0
20221211T1000,-3.2483454,6.162207,186.70984,92.0,1.0,4.0
20221211T1100,-3.3683453,5.815978,201.8014,87.0,9.0,38.0
20221211T1200,-2.7083454,8.209263,217.87498,45.0,54.0,73.0
20221211T1300,-2.4383452,8.209263,232.12502,91.0,40.0,119.0
20221211T1400,-2.0683453,8.049845,243.43495,92.0,10.0,126.0
20221211T1500,-1.7383451,8.373386,244.53665,88.0,12.0,123.0
20221211T1600,-1.4183452,7.10031,239.53445,82.0,6.0,94.0
20221211T1700,-1.2683452,5.495161,211.6075,71.0,4.0,42.0
20221211T1800,-1.3483452,4.0249224,169.69516,74.0,0.0,4.0
20221211T1900,-1.2883452,3.8939953,146.30994,59.0,0.0,0.0
20221211T2000,-1.6983452,3.6,143.1301,55.0,0.0,0.0
20221211T2100,-2.8983452,3.563818,135.0,56.0,0.0,0.0
20221211T2200,-3.6683452,5.3517847,137.72632,60.0,0.0,0.0
20221211T2300,-4.1083455,5.6002855,135.0,48.0,0.0,0.0
20221212T0000,-4.2083454,5.3517847,137.72632,71.0,0.0,0.0
20221212T0100,-4.6883454,5.8603754,137.48955,70.0,0.0,0.0
20221212T0200,-5.0983453,5.904439,127.56859,5.0,0.0,0.0
20221212T0300,-5.3583455,6.618519,135.0,8.1,0.0,0.0
20221212T0400,-4.7283454,7.729527,152.24146,10.8,0.0,0.0
20221212T0500,-5.0783453,7.42159,157.16635,6.0,0.0,0.0
20221212T0600,-5.758345,7.5685663,154.65382,5.7000003,0.0,0.0
20221212T0700,-5.238345,7.2,143.1301,4.2000003,0.0,0.0
20221212T0800,-5.0583453,7.42159,129.09386,2.0,0.0,0.0
20221212T0900,-5.1883454,8.049845,116.56505,2.0,0.0,0.0
20221212T1000,-4.798345,4.829907,116.56505,0.0,5.0,7.0
20221212T1100,-3.9483452,5.634891,116.56505,0.0,58.0,38.0
20221212T1200,-3.1183453,7.6367526,98.1301,36.0,132.0,59.0
20221212T1300,-2.1983452,7.771331,103.392494,0.0,172.0,70.0
20221212T1400,-1.3483452,10.182337,98.1301,0.0,198.0,72.0
20221212T1500,-0.8283452,11.212135,95.52754,0.0,190.0,67.0
20221212T1600,-0.5683452,12.015589,98.61565,0.0,137.0,56.0
20221212T1700,-1.2483451,8.707238,97.125015,0.0,57.0,37.0
20221212T1800,-2.7383454,9.007196,92.2906,0.0,4.0,6.0
20221212T1900,-3.6183453,10.464798,93.945175,0.0,0.0,0.0
20221212T2000,-4.1883454,11.252519,97.35238,0.0,0.0,0.0
20221212T2100,-4.4383454,11.901798,93.46823,0.3,0.0,0.0
20221212T2200,-4.698345,13.75558,83.99099,10.8,0.0,0.0
20221212T2300,-4.8683453,15.683776,80.75388,24.6,0.0,0.0
20221213T0000,-5.3483453,16.520823,78.69006,19.2,0.0,0.0
20221213T0100,-5.5183454,15.629972,82.056526,1.0,0.0,0.0
20221213T0200,-5.7283454,16.87398,78.929794,1.0,0.0,0.0
20221213T0300,-5.8283453,17.651016,78.231705,1.8000001,0.0,0.0
20221213T0400,-5.928345,17.873556,80.7274,2.1000001,0.0,0.0
20221213T0500,-6.008345,16.808569,80.134186,9.6,0.0,0.0
20221213T0600,-6.008345,17.298738,77.98852,26.7,0.0,0.0
20221213T0700,-6.0583453,17.727943,77.09259,27.6,0.0,0.0
20221213T0800,-6.0183454,17.555305,74.53877,26.7,0.0,0.0
20221213T0900,-5.8983455,17.811815,75.96376,28.800001,0.0,0.0
20221213T1000,-5.8683453,17.935081,79.592285,26.400002,1.0,9.0
20221213T1100,-4.9583454,17.298738,77.98852,27.300001,36.0,43.0
20221213T1200,-4.028345,19.9954,76.46414,25.500002,95.0,82.0
20221213T1300,-3.1083453,20.192118,78.69006,26.7,105.0,105.0
20221213T1400,-2.2983453,20.240196,84.897835,27.900002,138.0,113.0
20221213T1500,-1.7183452,18.806337,84.50767,27.900002,84.0,126.0
20221213T1600,-1.5783452,18.057508,85.42608,46.0,38.0,102.0
20221213T1700,-1.9783453,17.643673,88.83086,85.0,6.0,58.0
20221213T1800,-2.2283454,18.03237,93.433624,94.0,0.0,6.0
20221213T1900,-2.6283453,17.673029,93.50353,79.0,0.0,0.0
20221213T2000,-2.8883452,15.158522,85.91438,74.0,0.0,0.0
20221213T2100,-3.2783453,14.869351,83.047035,78.0,0.0,0.0
20221213T2200,-2.9683454,14.799459,85.81509,86.0,0.0,0.0
20221213T2300,-2.7483454,14.404499,91.4321,89.0,0.0,0.0
20221214T0000,-2.9283452,14.05845,92.93567,76.0,0.0,0.0
20221214T0100,-2.9583454,13.138765,99.46232,99.0,0.0,0.0
20221214T0200,-2.8483453,11.928989,95.19443,90.0,0.0,0.0
20221214T0300,-2.6583452,10.805999,88.09084,57.0,0.0,0.0
20221214T0400,-2.7083454,10.464798,93.945175,98.0,0.0,0.0
20221214T0500,-2.5683453,8.669949,94.76365,97.0,0.0,0.0
20221214T0600,-2.6383452,9.531505,79.11447,99.0,0.0,0.0
20221214T0700,-2.8083453,8.654986,73.07248,96.0,0.0,0.0
20221214T0800,-3.0483453,9.107359,71.56504,95.0,0.0,0.0
20221214T0900,-3.1283453,9.422101,83.41805,99.0,0.0,0.0
20221214T1000,-3.1983452,7.968939,71.56504,99.0,0.0,2.0
20221214T1100,-3.1083453,6.6087217,60.64225,100.0,1.0,15.0
20221214T1200,-2.3983452,7.24486,26.565033,99.0,0.0,38.0
20221214T1300,-2.0783453,7.0911775,23.962494,80.0,4.0,79.0
20221214T1400,-1.4783452,7.42159,22.833649,84.0,4.0,104.0
20221214T1500,-1.4883451,6.162207,6.7098236,99.0,0.0,46.0
20221214T1600,-1.3983452,4.2136917,19.983109,75.0,0.0,32.0
20221214T1700,-1.3183452,3.9763298,354.8056,28.500002,2.0,17.0
20221214T1800,-1.7783452,3.7064266,330.94543,57.0,1.0,4.0
20221214T1900,-2.3783453,3.6179552,354.28943,94.0,0.0,0.0
20221214T2000,-2.3083453,5.506941,11.309921,98.0,0.0,0.0
20221214T2100,-2.8583453,6.725354,15.524109,99.0,0.0,0.0
20221214T2200,-2.8583453,4.6938257,32.47119,85.0,0.0,0.0
20221214T2300,-2.7683454,6.638072,49.398697,82.0,0.0,0.0
20221215T0000,-2.5183454,6.9247384,62.102737,94.0,0.0,0.0
20221215T0100,-2.4983454,5.3517847,70.346176,97.0,0.0,0.0
20221215T0200,-2.4983454,5.1544156,77.905235,87.0,0.0,0.0
20221215T0300,-2.8883452,4.73506,81.25384,89.0,0.0,0.0
20221215T0400,-3.2183454,4.829907,63.43495,80.0,0.0,0.0
20221215T0500,-3.7283454,5.6233797,39.805573,71.0,0.0,0.0
20221215T0600,-4.1683455,8.669949,41.63353,86.0,0.0,0.0
20221215T0700,-4.3483453,10.009036,52.305756,66.0,0.0,0.0
20221215T0800,-4.8983455,8.699793,65.55604,74.0,0.0,0.0
20221215T0900,-5.428345,10.636766,66.037506,27.0,0.0,0.0
20221215T1000,-4.9983454,10.587917,72.18111,9.900001,1.0,6.0
20221215T1100,-4.1383452,10.948973,62.59243,17.400002,44.0,41.0
20221215T1200,-2.9383452,14.654254,62.175903,14.400001,88.0,74.0
20221215T1300,-2.1983452,15.9134655,52.352364,11.700001,160.0,77.0
20221215T1400,-1.5883452,16.075521,55.954063,29.1,197.0,73.0
20221215T1500,-0.9383452,17.57744,55.007973,28.800001,153.0,82.0
20221215T1600,-0.39834517,17.208603,52.650635,30.000002,102.0,71.0
20221215T1700,-0.84834516,15.696165,53.392914,73.0,32.0,48.0
20221215T1800,-1.8583452,16.199999,53.130096,82.0,2.0,7.0
20221215T1900,-2.2383454,15.546833,47.81555,30.000002,0.0,0.0
20221215T2000,-2.4783454,14.003028,46.041626,30.000002,0.0,0.0
20221215T2100,-2.6383452,14.618837,37.99872,30.000002,0.0,0.0
20221215T2200,-2.8183453,15.379206,32.57405,30.000002,0.0,0.0
20221215T2300,-2.8683453,14.693999,30.963745,30.000002,0.0,0.0
20221216T0000,-3.2583454,13.37825,23.805923,54.0,0.0,0.0
20221216T0100,-3.5283453,14.707222,21.54097,30.000002,0.0,0.0
20221216T0200,-3.3583453,14.372974,22.067886,30.000002,0.0,0.0
20221216T0300,-3.6783452,13.441071,20.37642,30.000002,0.0,0.0
20221216T0400,-3.8783455,12.864649,17.927917,30.000002,0.0,0.0
20221216T0500,-4.2283454,11.27553,16.69925,29.7,0.0,0.0
20221216T0600,-5.238345,9.255571,13.495728,28.2,0.0,0.0
20221216T0700,-5.5883455,8.4042845,9.865799,12.0,0.0,0.0
20221216T0800,-6.3083453,8.350138,7.431381,6.9,0.0,0.0
20221216T0900,-6.6683455,8.311245,4.9697266,11.1,0.0,0.0
20221216T1000,-6.5983453,7.928178,2.6025543,7.2000003,4.0,6.0
20221216T1100,-4.8983455,9.826088,8.426956,6.9,59.0,36.0
20221216T1200,-3.2683454,8.557102,22.249008,0.3,136.0,57.0
20221216T1300,-2.0083454,9.107359,18.434952,0.3,202.0,62.0
20221216T1400,-0.96834517,9.107359,18.434952,0.0,222.0,65.0
20221216T1500,-0.45834517,8.766573,19.179016,0.0,200.0,63.0
20221216T1600,-0.18834521,6.28713,13.240509,1.0,141.0,53.0
20221216T1700,-2.0283453,9.0,360.0,0.0,60.0,35.0
20221216T1800,-3.5583453,10.805999,358.09085,0.0,4.0,6.0
20221216T1900,-4.6283455,10.805999,1.9091492,0.0,0.0,0.0
20221216T2000,-5.1883454,11.013882,11.309921,0.0,0.0,0.0
20221216T2100,-5.678345,9.504273,24.623566,0.0,0.0,0.0
20221216T2200,-5.968345,9.693296,31.32869,0.0,0.0,0.0
20221216T2300,-6.5183454,9.021574,28.610443,0.0,0.0,0.0
20221217T0000,-7.6183453,7.9932966,35.837646,0.0,0.0,0.0
20221217T0100,-8.108345,8.707237,29.744873,0.0,0.0,0.0
20221217T0200,-8.318345,9.178235,41.82016,1.0,0.0,0.0
20221217T0300,-8.818345,8.942214,49.89908,2.0,0.0,0.0
20221217T0400,-8.938345,8.4963045,53.61563,2.0,0.0,0.0
20221217T0500,-9.118345,7.729527,62.241455,1.0,0.0,0.0
20221217T0600,-9.278345,7.0911775,66.037506,2.0,0.0,0.0
20221217T0700,-9.138346,7.0911775,66.037506,2.0,0.0,0.0
20221217T0800,-9.168345,6.28713,66.37062,3.0,0.0,0.0
20221217T0900,-9.048346,5.95906,64.98311,0.0,0.0,0.0
20221217T1000,-8.698345,7.289444,69.77513,0.0,3.0,5.0
20221217T1100,-7.4383454,8.427383,70.016884,0.0,44.0,38.0
20221217T1200,-6.1183453,7.754637,68.19859,1.0,113.0,65.0
20221217T1300,-4.8583455,8.089993,69.14554,0.0,167.0,73.0
20221217T1400,-3.6783452,8.311245,72.34988,0.0,199.0,74.0
20221217T1500,-2.9083452,9.531505,79.11447,0.0,197.0,63.0
20221217T1600,-2.6183453,9.779817,83.65981,0.0,136.0,55.0
20221217T1700,-3.0983453,7.928178,87.39744,0.0,58.0,36.0
20221217T1800,-4.0383453,10.08,89.99999,0.0,4.0,6.0
20221217T1900,-4.698345,10.805999,91.90914,0.0,0.0,0.0
20221217T2000,-5.1283455,10.799999,89.99999,0.0,0.0,0.0
20221217T2100,-5.548345,12.245294,91.68468,0.0,0.0,0.0
20221217T2200,-5.988345,13.339445,93.094055,0.0,0.0,0.0
20221217T2300,-6.3283453,12.245294,88.315315,0.0,0.0,0.0
20221218T0000,-7.1183453,11.570515,84.64417,0.0,0.0,0.0
20221218T0100,-7.278345,11.879999,89.99999,4.8,0.0,0.0
20221218T0200,-7.3883452,11.5199995,89.99999,10.8,0.0,0.0
20221218T0300,-7.2283454,12.261158,93.366455,50.0,0.0,0.0
20221218T0400,-7.218345,12.57426,103.24051,7.0,0.0,0.0
20221218T0500,-7.318345,12.224107,103.62699,19.0,0.0,0.0
20221218T0600,-7.548345,12.224107,103.62699,0.0,0.0,0.0
20221218T0700,-7.5583453,12.313893,105.25512,0.0,0.0,0.0
20221218T0800,-7.6883454,11.013882,101.30993,1.0,0.0,0.0
20221218T0900,-7.898345,11.367109,100.954056,27.900002,0.0,0.0
20221218T1000,-8.028345,12.864649,107.92791,30.000002,3.0,5.0
20221218T1100,-7.4783454,14.039999,112.619865,30.000002,52.0,35.0
20221218T1200,-6.468345,13.202726,115.86635,39.0,111.0,66.0
20221218T1300,-5.488345,12.682018,124.592285,30.000002,160.0,82.0
20221218T1400,-4.068345,12.313894,127.874985,30.000002,101.0,122.0
20221218T1500,-2.6783452,11.808878,127.56859,30.000002,73.0,127.0
20221218T1600,-2.2183454,13.044722,129.40067,30.000002,25.0,99.0
20221218T1700,-2.2683454,11.753876,139.96974,36.0,5.0,58.0
20221218T1800,-2.4783454,11.525623,141.34018,92.0,0.0,7.0
20221218T1900,-1.7483451,12.88981,144.09027,100.0,0.0,0.0
20221218T2000,-1.1683452,14.372974,157.9321,95.0,0.0,0.0
20221218T2100,-0.45834517,15.542662,166.6075,94.0,0.0,0.0
20221218T2200,0.21165481,15.683776,170.75389,91.0,0.0,0.0
20221218T2300,0.83165485,15.124284,181.36392,96.0,0.0,0.0
20221219T0000,1.5316548,14.081478,184.39871,82.0,0.0,0.0
20221219T0100,1.6516548,14.05845,177.06433,92.0,0.0,0.0
20221219T0200,2.1216547,15.496736,182.663,98.0,0.0,0.0
20221219T0300,2.7216547,16.75064,188.65254,96.0,0.0,0.0
20221219T0400,3.0316546,17.057314,187.27501,99.0,0.0,0.0
20221219T0500,3.3416548,17.643673,181.16914,100.0,0.0,0.0
20221219T0600,3.8116548,19.493261,175.76361,100.0,0.0,0.0
20221219T0700,4.3516545,20.172853,182.04541,99.0,0.0,0.0
20221219T0800,4.3816547,21.2522,190.73889,99.0,0.0,0.0
20221219T0900,4.721655,21.188072,189.78241,97.0,0.0,0.0
20221219T1000,5.2316546,20.898611,190.9228,95.0,0.0,2.0
20221219T1100,6.1416545,21.2522,190.73889,96.0,7.0,26.0
20221219T1200,6.971655,20.275385,196.50436,29.7,39.0,65.0
20221219T1300,7.8616548,20.60823,199.38452,29.7,102.0,85.0
20221219T1400,8.511655,20.730501,200.32314,27.6,126.0,100.0
20221219T1500,9.211655,19.386593,201.8014,25.2,131.0,86.0
20221219T1600,9.091655,16.862455,196.11342,27.900002,94.0,68.0
20221219T1700,8.661654,17.462782,194.32272,38.0,43.0,40.0
20221219T1800,8.031655,18.0,196.26021,29.0,2.0,7.0
20221219T1900,7.8916545,19.137648,196.38954,19.2,0.0,0.0
20221219T2000,8.201654,20.724247,197.1759,24.900002,0.0,0.0
20221219T2100,8.421655,21.41319,196.60698,29.1,0.0,0.0
20221219T2200,8.971655,21.41319,196.60698,29.400002,0.0,0.0
20221219T2300,9.191655,20.948164,199.05771,47.0,0.0,0.0
20221220T0000,9.491654,18.720001,202.61987,67.0,0.0,0.0
20221220T0100,9.601655,18.0,196.26021,88.0,0.0,0.0
20221220T0200,9.271655,17.462782,194.32272,98.0,0.0,0.0
20221220T0300,8.961655,17.581125,190.61966,95.0,0.0,0.0
20221220T0400,9.061655,16.343367,187.59465,53.0,0.0,0.0
20221220T0500,9.381655,17.731598,185.82634,57.0,0.0,0.0
